name,kana,romaji
千鳥,ちどり,chidori
知夏,ちなつ,chinatsu
千奈美,ちなみ,chinami
稚乃,ちの,chino
千速,ちはや,chihaya
千晴,ちはる,chiharu
知花,ちばな,chibana
知博,ちひろ,chihiro
千弘,ちひろ,chihiro
智宙,ちひろ,chihiro
千文,ちふみ,chifumi
智帆,ちほ,chiho
千保,ちほ,chiho
知歩子,ちほこ,chihoko
千保里,ちほり,chihori
千万人,ちまと,chimato
茶々美,ちゃちゃみ,chachami
千也子,ちやこ,chiyako
中軍,ちゅうぐん,chuugun
臣治,ちゅうじ,chuuji
宙馬,ちゅうま,chuuma
千由紀,ちゆき,chiyuki
千由里,ちゆり,chiyuri
長右衛門,ちょうえもん,chouemon
張騫,ちょうけん,chouken
晁衡,ちょうこう,choukou
長七郎,ちょうしちろう,choushichirou
長治郎,ちょうじろう,choujirou
趙佗,ちょうだ,chouda
張良,ちょうりょう,chouryou
千世,ちよ,chiyo
千代恵,ちよえ,chiyoe
知世子,ちよこ,chiyoko
チヨ子,ちよこ,chiyoko
知好,ちよし,chiyoshi
千代松,ちよまつ,chiyomatsu
芽奴美,ちよみ,chiyomi
知礼,ちれい,chirei
陳寿,ちんじゅ,chinju
津絵,つえ,tsue
長,つかさ,tsukasa
嗣,つかさ,tsukasa
吏,つかさ,tsukasa
月絵,つきえ,tsukie
月代,つきしろ,tsukishiro
都希見,つきみ,tsukimi
次男,つぎお,tsugio
二三,つぎぞう,tsugizou
つくば,つくば,tsukuba
次雄,つぐお,tsuguo
嗣男,つぐお,tsuguo
次敏,つぐとし,tsugutoshi
二寛,つぐひろ,tsuguhiro
詞実,つぐみ,tsugumi
つた,つた,tsuta
都多子,つたこ,tsutako
筒美,つつみ,tsutsumi
綴,つづり,tsuzuri
勉,つとむ,tsutomu
義,つとむ,tsutomu
集威,つどい,tsudoi
綱手,つなて,tsunate
綱吉,つなよし,tsunayoshi
常厚,つねあつ,tsuneatsu
典男,つねお,tsuneo
径生,つねお,tsuneo
恒吉,つねきち,tsunekichi
幹子,つねこ,tsuneko
常治,つねじ,tsuneji
常隆,つねたか,tsunetaka
常利,つねとし,tsunetoshi
恒信,つねのぶ,tsunenobu
恒彦,つねひこ,tsunehiko
庸展,つねひろ,tsunehiro
経房,つねふさ,tsunefusa
常見,つねみ,tsunemi
常康,つねやす,tsuneyasu
経幸,つねゆき,tsuneyuki
常喜,つねよし,tsuneyoshi
恒喜,つねよし,tsuneyoshi
椿紗,つばさ,tsubasa
都布良,つぶら,tsubura
積田,つみた,tsumita
つや,つや,tsuya
つや子,つやここ,tsuyakoko
つゆ子,つゆこ,tsuyuko
津涌子,つよこ,tsuyoko
力,つよし,tsuyoshi
強司,つよし,tsuyoshi
烈,つよし,tsuyoshi
ツル,つる,tsuru
都瑠子,つるこ,tsuruko
鶴弥,つるみ,tsurumi
貞,てい,tei
悌一郎,ていいちろう,teiichirou
醍子,ていこ,teiko
禎二,ていじ,teiji
禎治,ていじ,teiji
禎三,ていぞう,teizou
鉄斎,てっさい,tessai
哲兵,てっぺい,teppei
哲明,てつあき,tetsuaki
鉄江,てつえ,tetsue
徹雄,てつお,tetsuo
鐵雄,てつお,tetsuo
天津子,てつこ,tetsuko
哲史,てつし,tetsushi
徹司,てつじ,tetsuji
徹禅,てつぜん,tetsuzen
徹太朗,てつたろう,tetsutarou
鉄則,てつのり,tetsunori
哲浩,てつひろ,tetsuhiro
徹美,てつみ,tetsumi
鉄弥,てつや,tetsuya
鐵也,てつや,tetsuya
哲芳,てつよし,tetsuyoshi
哲人,てつんど,tetsundo
テル,てる,teru
昭明,てるあき,teruaki
照枝,てるえ,terue
テルヱ,てるえ,terue
暉生,てるお,teruo
光生,てるお,teruo
照夏,てるか,teruka
光輝,てるき,teruki
輝國,てるくに,terukuni
輝子,てるこ,teruko
輝志,てるし,terushi
照尚,てるたか,terutaka
照俊,てるとし,terutoshi
燿乃,てるの,teruno
輝葉,てるは,teruha
昭久,てるひさ,teruhisa
輝文,てるふみ,terufumi
輝昌,てるまさ,terumasa
照己,てるみ,terumi
輝海,てるみ,terumi
照満,てるみつ,terumitsu
輝弥,てるや,teruya
輝之,てるゆき,teruyuki
照世,てるよ,teruyo
晃禄,てるよし,teruyoshi
輝良,てるよし,teruyoshi
輝雄,てるを,teruo
天誠,てんせい,tensei
展眉,てんび,tenbi
天愛菜,でぃあな,diana
傳考,でんこう,denkou
傳尊,でんそん,denson
十一,とういち,touichi
瞳華,とうか,touka
騰規,とうき,touki
透子,とうこ,touko
冬子,とうこ,touko
東吾,とうご,tougo
冬獅郎,とうしろう,toushirou
十次郎,とうじろう,toujirou
藤蔵,とうぞう,touzou
兜真,とうま,touma
東矢,とうや,touya
遼勇,とおたけ,tootake
太,とおる,tooru
とおる,とおる,tooru
都樹,とき,toki
時,とき,toki
登喜枝,ときえ,tokie
登起雄,ときお,tokio
外喜雄,ときお,tokio
都季子,ときこ,tokiko
トキ子,ときこ,tokiko
登貴子,ときこ,tokiko
登喜次,ときじ,tokiji
時煌遼,ときとお,tokitoo
凱遼,ときとお,tokitoo
信晴,ときはる,tokiharu
時房,ときふさ,tokifusa
時盛,ときもり,tokimori
勅代,ときよ,tokiyo
時葉,ときわ,tokiwa
十九一,とくいち,tokuichi
徳栄,とくえ,tokue
徳生,とくお,tokuo
得子,とくこ,tokuko
篤志,とくし,tokushi
得治,とくじ,tokuji
徳造,とくぞう,tokuzou
篤徳,とくのり,tokunori
徳彦,とくひこ,tokuhiko
得政,とくまさ,tokumasa
徳保,とくやす,tokuyasu
徳代,とくよ,tokuyo
篤郎,とくろう,tokurou
利,とし,toshi
俊,とし,toshi
稔明,としあき,toshiaki
利念,としあき,toshiaki
俊秋,としあき,toshiaki
俊明,としあき,toshiaki
敏一,としいち,toshiichi
年絵,としえ,toshie
利志枝,としえ,toshie
敏惠,としえ,toshie
季衣,としえ,toshie
俊江,としえ,toshie
信江,としえ,toshie
登支夫,としお,toshio
利男,としお,toshio
寿雄,としお,toshio
登司雄,としお,toshio
利,としお,toshio
淑一,としかず,toshikazu
登志和,としかず,toshikazu
敏克,としかつ,toshikatsu
敏喜,としき,toshiki
永志樹,としき,toshiki
俊希,としき,toshiki
豪樹,としき,toshiki
公邦,としくに,toshikuni
登史子,としこ,toshiko
稔子,としこ,toshiko
季子,としこ,toshiko
捷子,としこ,toshiko
知子,としこ,toshiko
寿栄,とししげ,toshishige
俊次,としじ,toshiji
敏蔵,としぞう,toshizou
利鷹,としたか,toshitaka
俊孝,としたか,toshitaka
俊武,としたけ,toshitake
敏太郎,としたろう,toshitarou
敏嗣,としつぐ,toshitsugu
敏輝,としてる,toshiteru
俊直,としなお,toshinao
俊之助,としのすけ,toshinosuke
俊信,としのぶ,toshinobu
年徳,としのり,toshinori
利教,としのり,toshinori
寿倫,としのり,toshinori
稔治,としはる,toshiharu
鋭治,としはる,toshiharu
登志彦,としひこ,toshihiko
稔久,としひさ,toshihisa
利英,としひで,toshihide
敏人,としひと,toshihito
敏紘,としひろ,toshihiro
利浩,としひろ,toshihiro
淑裕,としひろ,toshihiro
等浩,としひろ,toshihiro
年啓,としひろ,toshihiro
俊典,としふみ,toshifumi
利将,としまさ,toshimasa
俊征,としまさ,toshimasa
敏見,としみ,toshimi
利巳,としみ,toshimi
勤美,としみ,toshimi
年巳,としみ,toshimi
才道,としみち,toshimichi
斎光,としみつ,toshimitsu
敏矢,としや,toshiya
俊也,としや,toshiya
敏康,としやす,toshiyasu
利幸,としゆき,toshiyuki
寿行,としゆき,toshiyuki
敏紀,としゆき,toshiyuki
利予,としよ,toshiyo
利義,としよし,toshiyoshi
利郎,としろう,toshirou
敏夫,としを,toshio
十七子,となこ,tonako
冨美,とみ,tomi
十三,とみ,tomi
富得,とみえ,tomie
とみえ,とみえ,tomie
富美男,とみお,tomio
十三男,とみお,tomio
富香,とみか,tomika
登美子,とみこ,tomiko
杜弥子,とみこ,tomiko
富蔵,とみぞう,tomizou
富之助,とみのすけ,tominosuke
冨弘,とみひろ,tomihiro
富好,とみよし,tomiyoshi
止生,とめお,tomeo
留治,とめじ,tomeji
智,とも,tomo
友祥,ともあき,tomoaki
友朗,ともあき,tomoaki
智章,ともあき,tomoaki
伴一,ともいち,tomoichi
朝江,ともえ,tomoe
友絵,ともえ,tomoe
トモエ,ともえ,tomoe
知重,ともえ,tomoe
友生,ともお,tomoo
知男,ともお,tomoo
智香,ともか,tomoka
智佳,ともか,tomoka
友一,ともかず,tomokazu
友剋,ともかつ,tomokatsu
友紀,ともき,tomoki
共樹,ともき,tomoki
睦貴,ともき,tomoki
都茂子,ともこ,tomoko
里智子,ともこ,tomoko
企子,ともこ,tomoko
誠子,ともこ,tomoko
友三朗,ともさぶろう,tomosaburou
友治,ともじ,tomoji
知佑,ともすけ,tomosuke
具隆,ともたか,tomotaka
朋親,ともちか,tomochika
共成,ともなり,tomonari
友納,とものう,tomonou
伴紀,とものり,tomonori
智禎,とものり,tomonori
智義,とものり,tomonori
巴葉,ともは,tomoha
知晴,ともはる,tomoharu
朝彦,ともひこ,tomohiko
知久,ともひさ,tomohisa
朋仁,ともひと,tomohito
友弘,ともひろ,tomohiro
大寛,ともひろ,tomohiro
知浩,ともひろ,tomohiro
智尋,ともひろ,tomohiro
知史,ともふみ,tomofumi
奉三,ともみ,tomomi
朋己,ともみ,tomomi
朋未,ともみ,tomomi
共美,ともみ,tomomi
知巳,ともみ,tomomi
誠美,ともみ,tomomi
知晃,ともみつ,tomomitsu
朋也,ともや,tomoya
智泰,ともやす,tomoyasu
朝幸,ともゆき,tomoyuki
和行,ともゆき,tomoyuki
智幸,ともゆき,tomoyuki
朝代,ともよ,tomoyo
知与,ともよ,tomoyo
頼良,ともよし,tomoyoshi
智喜,ともよし,tomoyoshi
登世,とよ,toyo
豊章,とよあき,toyoaki
豊一,とよかず,toyokazu
富世子,とよこ,toyoko
渡世子,とよこ,toyoko
豊司,とよじ,toyoji
豊蔵,とよぞう,toyozou
豊彦,とよひこ,toyohiko
豊文,とよふみ,toyofumi
豊海,とよみ,toyomi
とら,とら,tora
寅緒,とらお,torao
虎路,とらじ,toraji
寅之助,とらのすけ,toranosuke
虎康,とらやす,torayasu
舎人,とりね,torine
十倭子,とわこ,towako
道安,どうあん,douan
道綽,どうしゃく,doushaku
道太,どうた,douta
道融,どうゆう,douyuu
曇延,どんえん,donen
奈亜紗,なあさ,naasa
奈絵,なえ,nae
奈江子,なえこ,naeko
奈織,なお,nao
なお,なお,nao
七緒,なお,nao
順,なお,nao
直顕,なおあき,naoaki
尚一,なおいち,naoichi
尚枝,なおえ,naoe
奈緒香,なおか,naoka
尚一,なおかず,naokazu
直規,なおき,naoki
巨樹,なおき,naoki
尚暉,なおき,naoki
直緒子,なおこ,naoko
楠緒子,なおこ,naoko
ナオ子,なおこ,naoko
菜穂子,なおこ,naoko
直史,なおし,naoshi
直司,なおじ,naoji
直輔,なおすけ,naosuke
直高,なおたか,naotaka
尚生,なおたか,naotaka
直次,なおつぐ,naotsugu
直和,なおと,naoto
尚敏,なおとし,naotoshi
尚治,なおはる,naoharu
直人,なおひと,naohito
直弘,なおひろ,naohiro
尚文,なおふみ,naofumi
直雅,なおまさ,naomasa
直水,なおみ,naomi
奈穂美,なおみ,naomi
ナオミ,なおみ,naomi
尚味,なおみ,naomi
直盛,なおもり,naomori
直保,なおやす,naoyasu
真行,なおゆき,naoyuki
直愛,なおよし,naoyoshi
尚良,なおよし,naoyoshi
なか,なか,naka
中子,なかこ,nakako
仲司,なかつかさ,nakatsukasa
長家,ながいえ,nagaie
那伽子,ながこ,nagako
永瀬,ながせ,nagase
永敏,ながとし,nagatoshi
長晴,ながはる,nagaharu
長正,ながまさ,nagamasa
長巳,ながみ,nagami
永幸,ながゆき,nagayuki
流江,ながれごう,nagaregou
和左,なぎさ,nagisa
凪彩,なぎさ,nagisa
和,なごみ,nagomi
なずな,なずな,nazuna
なち,なち,nachi
ナツ,なつ,natsu
菜津恵,なつえ,natsue
夏生,なつお,natsuo
菜月,なつき,natsuki
なつき,なつき,natsuki
捺妃,なつき,natsuki
那津子,なつこ,natsuko
ナツ子,なつこ,natsuko
夏野,なつの,natsuno
菜摘,なつみ,natsumi
捺実,なつみ,natsumi
夏見,なつみ,natsumi
奈都召,なつめ,natsume
奈津代,なつよ,natsuyo
南十星,なとせ,natose
那奈,なな,nana
菜奈,なな,nana
奈名恵,ななえ,nanae
七恵,ななえ,nanae
七緒,ななお,nanao
七子,ななこ,nanako
奈々瀬,ななせ,nanase
七穂,ななほ,nanaho
七奈美,ななみ,nanami
七夜,ななよ,nanayo
那穂,なほ,naho
奈穂子,なほこ,nahoko
奈火子,なほこ,nahoko
直保子,なほこ,nahoko
那実,なみ,nami
名美,なみ,nami
菜美,なみ,nami
那美江,なみえ,namie
なみ恵,なみえ,namie
波加,なみか,namika
波子,なみこ,namiko
菜見子,なみこ,namiko
並彦,なみひこ,namihiko
南無右衛門,なむうえもん,namuuemon
奈雪,なゆき,nayuki
奈良男,ならお,narao
成晶,なりあき,nariaki
奈里佳,なりか,narika
惟子,なりこ,nariko
済時,なりとき,naritoki
成久,なりひさ,narihisa
也実,なりみ,narimi
成幸,なりゆき,nariyuki
奈留,なる,naru
成恵,なるえ,narue
愛邦,なるくに,narukuni
成葉,なるは,naruha
成穂,なるほ,naruho
鳴見,なるみ,narumi
実美,なるみ,narumi
ナヲ,なを,nao
仁一,にいち,niichi
新世,にいよ,niiyo
二九太,にくた,nikuta
虹,にじ,niji
虹世,にじよ,nijiyo
日雄,にちゆう,nichiyuu
日澄,にっちょう,nitchou
仁穂子,にほこ,nihoko
丹麗,にれい,nirei
絵,ぬい,nui
布恵,ぬのえ,nunoe
音色,ねいろ,neiro
眠子,ねこ,neko
眠々,ねね,nene
子之吉,ねのきち,nenokichi
乃亜,のあ,noa
野枝,のえ,noe
乃衣瑠,のえる,noeru
希喜,のぞき,nozoki
望夢,のぞむ,nozomu
野々,のの,nono
野薔薇,のばら,nobara
のぶ,のぶ,nobu
暢明,のぶあき,nobuaki
伸章,のぶあき,nobuaki
叙一,のぶいち,nobuichi
誕恵,のぶえ,nobue
伸枝,のぶえ,nobue
伸江,のぶえ,nobue
暢夫,のぶお,nobuo
順夫,のぶお,nobuo
修央,のぶお,nobuo
信一,のぶかず,nobukazu
信克,のぶかつ,nobukatsu
宣樹,のぶき,nobuki
展子,のぶこ,nobuko
舒子,のぶこ,nobuko
演子,のぶこ,nobuko
禹子,のぶこ,nobuko
信重,のぶしげ,nobushige
信助,のぶすけ,nobusuke
宣孝,のぶたか,nobutaka
伸敬,のぶたか,nobutaka
陳忠,のぶただ,nobutada
伸剛,のぶつよ,nobutsuyo
信敏,のぶとし,nobutoshi
信春,のぶはる,nobuharu
誠彦,のぶひこ,nobuhiko
晋永,のぶひさ,nobuhisa
信仁,のぶひと,nobuhito
誠宏,のぶひろ,nobuhiro
展弘,のぶひろ,nobuhiro
伸宏,のぶひろ,nobuhiro
延弘,のぶひろ,nobuhiro
伸洋,のぶひろ,nobuhiro
信房,のぶふさ,nobufusa
信昌,のぶまさ,nobumasa
展巳,のぶみ,nobumi
伸光,のぶみつ,nobumitsu
宣哉,のぶや,nobuya
敦保,のぶやす,nobuyasu
庸恭,のぶやす,nobuyasu
暢行,のぶゆき,nobuyuki
伸幸,のぶゆき,nobuyuki
展与,のぶよ,nobuyo
修代,のぶよ,nobuyo
信善,のぶよし,nobuyoshi
信義,のぶよし,nobuyoshi
伸義,のぶよし,nobuyoshi
延男,のべお,nobeo
東,のぼる,noboru
野萌,のも,nomo
徳亜,のりあ,noria
徳亮,のりあき,noriaki
則昭,のりあき,noriaki
憲明,のりあき,noriaki
教有,のりあり,noriari
典枝,のりえ,norie
律恵,のりえ,norie
規江,のりえ,norie
智恵,のりえ,norie
典夫,のりお,norio
慎夫,のりお,norio
徳男,のりお,norio
紀雄,のりお,norio
憲郎,のりお,norio
記夫,のりお,norio
法香,のりか,norika
範一,のりかず,norikazu
稔和,のりかず,norikazu
教一,のりかず,norikazu
章和,のりかず,norikazu
典訓,のりくに,norikuni
典男,のりこ,noriko
濃利胡,のりこ,noriko
納子,のりこ,noriko
のりこ,のりこ,noriko
雅子,のりこ,noriko
功子,のりこ,noriko
議子,のりこ,noriko
慶子,のりこ,noriko
則重,のりしげ,norishige
典隆,のりたか,noritaka
稔丈,のりたけ,noritake
典親,のりちか,norichika
法嗣,のりつぐ,noritsugu
憲嗣,のりつぐ,noritsugu
法敏,のりとし,noritoshi
乗富,のりとみ,noritomi
典葉,のりは,noriha
順彦,のりひこ,norihiko
周久,のりひさ,norihisa
範英,のりひで,norihide
憲仁,のりひと,norihito
則博,のりひろ,norihiro
紀広,のりひろ,norihiro
憲裕,のりひろ,norihiro
典文,のりふみ,norifumi
則保,のりほ,noriho
憲優,のりまさ,norimasa
憲美,のりみ,norimi
教道,のりみち,norimichi
仙三,のりみつ,norimitsu
憲泰,のりやす,noriyasu
法往,のりゆき,noriyuki
紀往,のりゆき,noriyuki
法征,のりゆき,noriyuki
徳征,のりゆき,noriyuki
典行,のりゆき,noriyuki
範之,のりゆき,noriyuki
儀之,のりゆき,noriyuki
功幸,のりゆき,noriyuki
則予,のりよ,noriyo
章代,のりよ,noriyo
教代,のりよ,noriyo
範義,のりよし,noriyoshi
紀喜,のりよし,noriyoshi
典善,のりよし,noriyoshi
珮,はい,hai
はいり,はいり,hairi
萩緒,はぎお,hagio
伯夷,はくい,hakui
伯水,はくすい,hakusui
珀幽,はくゆう,hakuyuu
は志恵,はしえ,hashie
創,はじめ,hajime
一歩,はじめ,hajime
源,はじめ,hajime
羽須美,はすみ,hasumi
馳,はせる,haseru
八兵衛,はちべえ,hachibee
初,はつ,hatsu
初栄,はつえ,hatsue
初花,はつか,hatsuka
はつ子,はつこ,hatsuko
初奈,はつな,hatsuna
初帆,はつほ,hatsuho
はつみ,はつみ,hatsumi
葉津生,はづき,hazuki
英菜,はな,hana
華絵,はなえ,hanae
花ゑ,はなえ,hanae
葉奈子,はなこ,hanako
花梨,はなし,hanashi
花実,はなみ,hanami
埴雅,はにまさ,hanimasa
はま子,はまこ,hamako
速雄,はやお,hayao
勇太,はやた,hayata
勇人,はやと,hayato
逸利,はやとし,hayatoshi
早利,はやり,hayari
暖,はる,haru
温,はる,haru
春家,はるいえ,haruie
春枝,はるえ,harue
春江,はるえ,harue
花枝,はるえ,harue
晴男,はるお,haruo
治男,はるお,haruo
巴瑠華,はるか,haruka
遙香,はるか,haruka
春歌,はるか,haruka
晴佳,はるか,haruka
遥河,はるか,haruka
晴果,はるか,haruka
春紀,はるき,haruki
はるき,はるき,haruki
晴希,はるき,haruki
治稘,はるき,haruki
青子,はるこ,haruko
陽子,はるこ,haruko
治子,はるこ,haruko
治司,はるし,harushi
治助,はるすけ,harusuke
治胤,はるたね,harutane
暖隼,はると,haruto
大翔,はると,haruto
悠翔,はると,haruto
晴壽,はるとし,harutoshi
暖奈,はるな,haruna
春奈,はるな,haruna
陽乃,はるの,haruno
治信,はるのぶ,harunobu
遥妃,はるひ,haruhi
治彦,はるひこ,haruhiko
治広,はるひろ,haruhiro
春歩,はるほ,haruho
晴留美,はるみ,harumi
葉瑠美,はるみ,harumi
久美,はるみ,harumi
葉琉深,はるみ,harumi
悠岬,はるみ,harumi
晴見,はるみ,harumi
春望,はるも,harumo
治也,はるや,haruya
晴之,はるゆき,haruyuki
陽礼,はるゆき,haruyuki
春世,はるよ,haruyo
春良,はるよし,haruyoshi
晴三,はれみつ,haremitsu
半四郎,はんしろう,hanshirou
帆翔,はんと,hanto
半内,はんない,hannai
梅軒,ばいけん,baiken
馬軾,ばしょく,bashoku
葉羅御,ばらご,barago
柊,ひいらぎ,hiiragi
飛夏里,ひかり,hikari
日花里,ひかり,hikari
光,ひかる,hikaru
東江,ひがしえ,higashie
彦次郎,ひこじろう,hikojirou
緋紗,ひさ,hisa
久哲,ひさあき,hisaaki
寿一,ひさいち,hisaichi
比佐枝,ひさえ,hisae
寿栄,ひさえ,hisae
央江,ひさえ,hisae
喜於,ひさお,hisao
壽雄,ひさお,hisao
久佳,ひさか,hisaka
寿樹,ひさき,hisaki
比沙子,ひさこ,hisako
日砂子,ひさこ,hisako
仙子,ひさこ,hisako
尚司,ひさし,hisashi
史,ひさし,hisashi
久資,ひさし,hisashi
久茂,ひさしげ,hisashige
尚敬,ひさたか,hisataka
久次,ひさつぐ,hisatsugu
寿登,ひさと,hisato
尚俊,ひさとし,hisatoshi
寿勇虎,ひさとら,hisatora
寿乃,ひさの,hisano
寿信,ひさのぶ,hisanobu
尚範,ひさのり,hisanori
久規,ひさのり,hisanori
久英,ひさひで,hisahide
寿文,ひさふみ,hisafumi
久巳,ひさみ,hisami
久道,ひさみち,hisamichi
久弥,ひさや,hisaya
久行,ひさゆき,hisayuki
比佐代,ひさよ,hisayo
尚佳,ひさよし,hisayoshi
久芳,ひさよし,hisayoshi
ひすい,ひすい,hisui
緋月,ひつき,hitsuki
秀哲,ひであき,hideaki
英秋,ひであき,hideaki
栄朗,ひであき,hideaki
日出生,ひでお,hideo
映夫,ひでお,hideo
寿雄,ひでお,hideo
秀華,ひでか,hideka
秀一,ひでかず,hidekazu
秀紀,ひでき,hideki
豪毅,ひでき,hideki
英貴,ひでき,hideki
英清,ひできよ,hidekiyo
英子,ひでこ,hideko
秀資,ひでし,hideshi
英二,ひでじ,hideji
秀純,ひでずみ,hidezumi
啓敬,ひでたか,hidetaka
秀武,ひでたけ,hidetake
英睦,ひでちか,hidechika
英経,ひでつね,hidetsune
栄人,ひでと,hideto
秀利,ひでとし,hidetoshi
秀富,ひでとみ,hidetomi
英礼,ひでなり,hidenari
秀伸,ひでのぶ,hidenobu
秀記,ひでのり,hidenori
英紀,ひでのり,hidenori
英治,ひではる,hideharu
英仁,ひでひと,hidehito
秀寛,ひでひろ,hidehiro
英廣,ひでひろ,hidehiro
秀正,ひでまさ,hidemasa
秀美,ひでみ,hidemi
一二三,ひでみ,hidemi
英道,ひでみち,hidemichi
秀元,ひでもと,hidemoto
秀泰,ひでやす,hideyasu
秀往,ひでゆき,hideyuki
栄一,ひでゆき,hideyuki
英行,ひでゆき,hideyuki
英世,ひでよ,hideyo
英郎,ひでろう,hiderou
仁重,ひとえ,hitoe
等,ひとし,hitoshi
一志,ひとし,hitoshi
ひとし,ひとし,hitoshi
仁菜,ひとな,hitona
妃都美,ひとみ,hitomi
ひとみ,ひとみ,hitomi
仁見,ひとみ,hitomi
日富,ひとみ,hitomi
雛,ひな,hina
緋菜,ひな,hina
雛姫,ひなき,hinaki
斐奈子,ひなこ,hinako
妃奈子,ひなこ,hinako
陽菜詩,ひなた,hinata
比奈乃,ひなの,hinano
ひのき,ひのき,hinoki
陽郁,ひふみ,hifumi
ひふみ,ひふみ,hifumi
冴周吏,ひまわり,himawari
卑弥子,ひみこ,himiko
陽女,ひめ,hime
緋女香,ひめか,himeka
佰雄,ひゃくお,hyakuo
飛祐磨,ひゅうま,hyuuma
兵助,ひょうすけ,hyousuke
緋依,ひより,hiyori
緋羅,ひら,hira
比良子,ひらこ,hirako
妃鈴,ひれい,hirei
比呂,ひろ,hiro
浩智,ひろあき,hiroaki
洋章,ひろあき,hiroaki
浩晃,ひろあき,hiroaki
寛明,ひろあき,hiroaki
弘晃,ひろあき,hiroaki
宏侃,ひろあき,hiroaki
拓明,ひろあき,hiroaki
博一,ひろいち,hiroichi
弥枝,ひろえ,hiroe
裕永,ひろえ,hiroe
裕重,ひろえ,hiroe
宏恵,ひろえ,hiroe
ひろ江,ひろえ,hiroe
浩愛,ひろえ,hiroe
啓永,ひろえ,hiroe
裕生,ひろお,hiroo
宏雄,ひろお,hiroo
弘夫,ひろお,hiroo
裕花,ひろか,hiroka
祥加,ひろか,hiroka
浩佳,ひろか,hiroka
博和,ひろかず,hirokazu
宏一,ひろかず,hirokazu
博賢,ひろかた,hirokata
弘勝,ひろかつ,hirokatsu
大樹,ひろき,hiroki
浩喜,ひろき,hiroki
裕喜,ひろき,hiroki
宏記,ひろき,hiroki
寛貴,ひろき,hiroki
弘毅,ひろき,hiroki
洸規,ひろき,hiroki
拓樹,ひろき,hiroki
容邦,ひろくに,hirokuni
比呂子,ひろこ,hiroko
紕ろ子,ひろこ,hiroko
陽呂子,ひろこ,hiroko
寛子,ひろこ,hiroko
宙子,ひろこ,hiroko
十子,ひろこ,hiroko
博,ひろし,hiroshi
尋,ひろし,hiroshi
洋司,ひろし,hiroshi
比呂志,ひろし,hiroshi
史,ひろし,hiroshi
寛志,ひろし,hiroshi
寛司,ひろし,hiroshi
浩之,ひろし,hiroshi
広志,ひろし,hiroshi
曠,ひろし,hiroshi
博慈,ひろしげ,hiroshige
啓成,ひろしげ,hiroshige
廣次,ひろじ,hiroji
広治,ひろじ,hiroji
広純,ひろずみ,hirozumi
博貴,ひろたか,hirotaka
洋孝,ひろたか,hirotaka
宏孝,ひろたか,hirotaka
弘高,ひろたか,hirotaka
裕尊,ひろたか,hirotaka
溥唯,ひろただ,hirotada
大睦,ひろちか,hirochika
裕二,ひろつぐ,hirotsugu
普人,ひろと,hiroto
宏人,ひろと,hiroto
滉斗,ひろと,hiroto
寿大,ひろと,hiroto
紘敏,ひろとし,hirotoshi
寛俊,ひろとし,hirotoshi
広敏,ひろとし,hirotoshi
洋奈,ひろな,hirona
浩尚,ひろなお,hironao
博也,ひろなり,hironari
宙乃,ひろの,hirono
浩伸,ひろのぶ,hironobu
宏允,ひろのぶ,hironobu
尋信,ひろのぶ,hironobu
大徳,ひろのり,hironori
裕仁,ひろのり,hironori
敬矩,ひろのり,hironori
弘則,ひろのり,hironori
玄教,ひろのり,hironori
宏治,ひろはる,hiroharu
寛彦,ひろひこ,hirohiko
寛久,ひろひさ,hirohisa
博仁,ひろひと,hirohito
尋文,ひろふみ,hirofumi
寛史,ひろふみ,hirofumi
容史,ひろふみ,hirofumi
博政,ひろまさ,hiromasa
浩正,ひろまさ,hiromasa
広雅,ひろまさ,hiromasa
寛大,ひろまさ,hiromasa
緋呂美,ひろみ,hiromi
尋美,ひろみ,hiromi
廣美,ひろみ,hiromi
容美,ひろみ,hiromi
敬美,ひろみ,hiromi
ひろ美,ひろみ,hiromi
浩美,ひろみ,hiromi
広己,ひろみ,hiromi
裕水,ひろみ,hiromi
博道,ひろみち,hiromichi
広道,ひろみち,hiromichi
裕光,ひろみつ,hiromitsu
寛光,ひろみつ,hiromitsu
弘満,ひろみつ,hiromitsu
弘武,ひろむ,hiromu
博哉,ひろや,hiroya
洋耶,ひろや,hiroya
広也,ひろや,hiroya
浩也,ひろや,hiroya
浩哉,ひろや,hiroya
裕康,ひろやす,hiroyasu
宏泰,ひろやす,hiroyasu
拓千,ひろゆき,hiroyuki
泰路,ひろゆき,hiroyuki
寛幸,ひろゆき,hiroyuki
広一,ひろゆき,hiroyuki
裕敬,ひろゆき,hiroyuki
裕幸,ひろゆき,hiroyuki
裕章,ひろゆき,hiroyuki
寛行,ひろゆき,hiroyuki
広之,ひろゆき,hiroyuki
比呂世,ひろよ,hiroyo
啓福,ひろよし,hiroyoshi
博宣,ひろよし,hiroyoshi
拡義,ひろよし,hiroyoshi
弘吉,ひろよし,hiroyoshi
美未,びみ,bimi
ぴあの,ぴあの,piano
復花,ふうか,fuuka
風駕,ふうが,fuuga
馮道,ふうどう,fuudou
深草,ふかぐさ,fukagusa
福貴,ふき,fuki
芙喜子,ふきこ,fukiko
冨貴子,ふきこ,fukiko
富起子,ふきこ,fukiko
福絵,ふくえ,fukue
福子,ふくこ,fukuko
福治,ふくじ,fukuji
福南,ふくなん,fukunan
富久代,ふくよ,fukuyo
布紗,ふさ,fusa
普済,ふさい,fusai
