name,kana,romaji
夕美子,ゆみこ,yumiko
夕見子,ゆみこ,yumiko
有実子,ゆみこ,yumiko
悠美子,ゆみこ,yumiko
祐民子,ゆみこ,yumiko
夕海帆,ゆみほ,yumiho
夕芽,ゆめ,yume
優恵香,ゆめか,yumeka
夢希,ゆめき,yumeki
夢千代,ゆめちよ,yumechiyo
結女美,ゆめみ,yumemi
優良,ゆら,yura
裕莉,ゆり,yuri
有利,ゆり,yuri
裕理,ゆり,yuri
佑里,ゆり,yuri
友理亜,ゆりあ,yuria
優里亜,ゆりあ,yuria
ゆりえ,ゆりえ,yurie
由里恵,ゆりえ,yurie
由梨絵,ゆりえ,yurie
有里恵,ゆりえ,yurie
有梨花,ゆりか,yurika
祐莉佳,ゆりか,yurika
百合花,ゆりか,yurika
里子,ゆりこ,yuriko
祐理子,ゆりこ,yuriko
百理子,ゆりこ,yuriko
友梨子,ゆりこ,yuriko
百合那,ゆりな,yurina
悠里乃,ゆりの,yurino
祐利実,ゆりみ,yurimi
許羽,ゆるは,yuruha
洋子,よいこ,yoiko
要,よう,you
榕庵,ようあん,youan
庸一朗,よういちろう,youichirou
洋夏,ようか,youka
ヨウ子,ようこ,youko
遥子,ようこ,youko
幼子,ようこ,youko
耀子,ようこ,youko
謡瑚,ようこ,youko
洋作,ようさく,yousaku
遥二,ようじ,youji
洋司,ようじ,youji
陽次朗,ようじろう,youjirou
遥助,ようすけ,yousuke
陽祐,ようすけ,yousuke
容正,ようせい,yousei
陽太,ようた,youta
要之助,ようのすけ,younosuke
洋平,ようへい,youhei
代子,よこ,yoko
良,よし,yoshi
ヨシ,よし,yoshi
慶昭,よしあき,yoshiaki
吉晃,よしあき,yoshiaki
義明,よしあき,yoshiaki
嘉朗,よしあき,yoshiaki
良彰,よしあき,yoshiaki
由明,よしあき,yoshiaki
睦明,よしあき,yoshiaki
芳彰,よしあき,yoshiaki
能家,よしいえ,yoshiie
義氏,よしうじ,yoshiuji
優江,よしえ,yoshie
良枝,よしえ,yoshie
裕惠,よしえ,yoshie
可恵,よしえ,yoshie
義恵,よしえ,yoshie
よし江,よしえ,yoshie
佳絵,よしえ,yoshie
典恵,よしえ,yoshie
斐恵,よしえ,yoshie
美衣,よしえ,yoshie
慶枝,よしえ,yoshie
克枝,よしえ,yoshie
喜江,よしえ,yoshie
禧雄,よしお,yoshio
吉生,よしお,yoshio
好雄,よしお,yoshio
温雄,よしお,yoshio
四四男,よしお,yoshio
芳生,よしお,yoshio
祥夫,よしお,yoshio
新生,よしお,yoshio
巧雄,よしお,yoshio
由男,よしお,yoshio
美香,よしか,yoshika
嘉香,よしか,yoshika
資一,よしかず,yoshikazu
萬壽,よしかず,yoshikazu
喜和,よしかず,yoshikazu
芳良,よしかず,yoshikazu
義方,よしかた,yoshikata
好克,よしかつ,yoshikatsu
善勝,よしかつ,yoshikatsu
佳兼,よしかね,yoshikane
慶樹,よしき,yoshiki
喜紀,よしき,yoshiki
由基,よしき,yoshiki
芳希,よしき,yoshiki
佳材,よしき,yoshiki
嘉國,よしくに,yoshikuni
芳国,よしくに,yoshikuni
誉志子,よしこ,yoshiko
禄子,よしこ,yoshiko
克子,よしこ,yoshiko
美子,よしこ,yoshiko
好子,よしこ,yoshiko
依誌子,よしこ,yoshiko
慶子,よしこ,yoshiko
貴子,よしこ,yoshiko
淑子,よしこて,yoshikote
美利,よしさと,yoshisato
義成,よししげ,yoshishige
嘉治,よしじ,yoshiji
良司,よしじ,yoshiji
義祐,よしすけ,yoshisuke
吉積,よしずみ,yoshizumi
吉蔵,よしぞう,yoshizou
克高,よしたか,yoshitaka
芳孝,よしたか,yoshitaka
喜貴,よしたか,yoshitaka
吉尊,よしたか,yoshitaka
善貴,よしたか,yoshitaka
吉峰,よしたか,yoshitaka
義武,よしたけ,yoshitake
芳忠,よしただ,yoshitada
佳民,よしたみ,yoshitami
克知,よしちか,yoshichika
善紹,よしつぐ,yoshitsugu
与継,よしつぐ,yoshitsugu
義次,よしつぐ,yoshitsugu
義輝,よしてる,yoshiteru
良照,よしてる,yoshiteru
惟斗,よしと,yoshito
慶人,よしと,yoshito
至時,よしとき,yoshitoki
芳知,よしとも,yoshitomo
義友,よしとも,yoshitomo
良豊,よしとよ,yoshitoyo
芳尚,よしなお,yoshinao
好永,よしなが,yoshinaga
義成,よしなり,yoshinari
佳志乃,よしの,yoshino
好乃,よしの,yoshino
吉乃,よしの,yoshino
好伸,よしのぶ,yoshinobu
由信,よしのぶ,yoshinobu
嘉延,よしのぶ,yoshinobu
美伸,よしのぶ,yoshinobu
善誠,よしのぶ,yoshinobu
由紀,よしのり,yoshinori
義訓,よしのり,yoshinori
佳紀,よしのり,yoshinori
慶則,よしのり,yoshinori
彬伯,よしのり,yoshinori
好徳,よしのり,yoshinori
義徳,よしのり,yoshinori
良智,よしのり,yoshinori
良教,よしのり,yoshinori
好晴,よしはる,yoshiharu
芳春,よしはる,yoshiharu
嘉春,よしはる,yoshiharu
快彦,よしひこ,yoshihiko
寧彦,よしひこ,yoshihiko
芳彦,よしひこ,yoshihiko
泰久,よしひさ,yoshihisa
精久,よしひさ,yoshihisa
義久,よしひさ,yoshihisa
由英,よしひで,yoshihide
克英,よしひで,yoshihide
芳仁,よしひと,yoshihito
義仁,よしひと,yoshihito
芳廣,よしひろ,yoshihiro
良裕,よしひろ,yoshihiro
宜浩,よしひろ,yoshihiro
吉宏,よしひろ,yoshihiro
佳啓,よしひろ,yoshihiro
嘉裕,よしひろ,yoshihiro
善宏,よしひろ,yoshihiro
芳訓,よしひろ,yoshihiro
圭弘,よしひろ,yoshihiro
好洋,よしひろ,yoshihiro
理広,よしひろ,yoshihiro
凱弘,よしひろ,yoshihiro
嘉文,よしふみ,yoshifumi
慶文,よしふみ,yoshifumi
吉郁,よしふみ,yoshifumi
好古,よしふる,yoshifuru
佳雅,よしまさ,yoshimasa
芳匡,よしまさ,yoshimasa
善昌,よしまさ,yoshimasa
吉政,よしまさ,yoshimasa
義公,よしまさ,yoshimasa
香美,よしみ,yoshimi
順美,よしみ,yoshimi
好実,よしみ,yoshimi
美未,よしみ,yoshimi
仁美,よしみ,yoshimi
佳己,よしみ,yoshimi
吉美,よしみ,yoshimi
喜美,よしみ,yoshimi
由道,よしみち,yoshimichi
佳道,よしみち,yoshimichi
善充,よしみつ,yoshimitsu
義光,よしみつ,yoshimitsu
義元,よしもと,yoshimoto
芳弥,よしや,yoshiya
義哉,よしや,yoshiya
良泰,よしやす,yoshiyasu
啓裕,よしやす,yoshiyasu
佳幸,よしゆき,yoshiyuki
吉往,よしゆき,yoshiyuki
義一,よしゆき,yoshiyuki
容幸,よしゆき,yoshiyuki
善行,よしゆき,yoshiyuki
由悠季,よしゆき,yoshiyuki
嘉之,よしゆき,yoshiyuki
好行,よしゆき,yoshiyuki
義行,よしゆき,yoshiyuki
与四朗,よしろう,yoshirou
候良,よしろう,yoshirou
與三次,よそじ,yosoji
夜月,よづき,yozuki
米勝,よねかつ,yonekatsu
米三郎,よねさぶろう,yonesaburou
米春,よねはる,yoneharu
左衛門,よも,yomo
頼家,よりいえ,yoriie
順衣,よりえ,yorie
依伽,よりか,yorika
米子,よりこ,yoriko
順子,よりこ,yoriko
賢子,よりこ,yoriko
依三,よりぞう,yorizou
頼綱,よりつな,yoritsuna
頼芸,よりなり,yorinari
依美,よりみ,yorimi
順男,よりを,yorio
礼輝,らいき,raiki
雷助,らいすけ,raisuke
雷鳥,らいてう,raiteu
来夢,らいむ,raimu
頼久,らく,raku
良奈,らな,rana
裸夢,らむ,ramu
羅勒,らろく,raroku
蘭花,らんか,ranka
蘭奈,らんな,ranna
爛々,らんらん,ranran
理一,りいち,riichi
李恵,りえ,rie
李絵,りえ,rie
利恵,りえ,rie
里惠,りえ,rie
理詠,りえ,rie
莉英,りえ,rie
りえか,りえか,rieka
利枝子,りえこ,rieko
利絵子,りえこ,rieko
莉江子,りえこ,rieko
理枝子,りえこ,rieko
李淵,りえん,rien
理緒,りお,rio
莉桜,りお,rio
里央,りお,rio
リオナ,りおな,riona
莉穏,りおん,rion
りおん,りおん,rion
里佳,りか,rika
莉夏,りか,rika
理香,りか,rika
利圭,りか,rika
理科,りか,rika
里加子,りかこ,rikako
りか子,りかこ,rikako
李賀,りが,riga
里輝,りき,riki
力夫,りきお,rikio
力和,りきと,rikito
りく,りく,riku
璃久,りく,riku
陸人,りくと,rikuto
浬子,りこ,riko
理湖,りこ,riko
理左,りさ,risa
麗砂,りさ,risa
リサ,りさ,risa
梨紗,りさ,risa
李紗子,りさこ,risako
麗早子,りさこ,risako
李斯,りし,rishi
理世,りせ,rise
理知代,りちよ,richiyo
璃津,りつ,ritsu
律花,りつか,ritsuka
律子,りつこ,ritsuko
理津子,りつこ,ritsuko
りてふ,りてふ,ritefu
璃奈,りな,rina
リナ,りな,rina
莉那,りな,rina
梨仁亜,りにあ,rinia
リノ,りの,rino
理平,りへい,rihei
梨穂,りほ,riho
莉宝,りほ,riho
りぼん,りぼん,ribon
吏美,りみ,rimi
里美子,りみこ,rimiko
瑠,りゅう,ryuu
隆市,りゅういち,ryuuichi
龍嘉,りゅうか,ryuuka
瑠牙,りゅうが,ryuuga
劉貴,りゅうき,ryuuki
瀏子,りゅうこ,ryuuko
龍五,りゅうご,ryuugo
劉秀,りゅうしゅう,ryuushuu
隆士,りゅうじ,ryuuji
龍樹,りゅうじゅ,ryuuju
龍亮,りゅうすけ,ryuusuke
龍佑,りゅうすけ,ryuusuke
流星,りゅうせい,ryuusei
隆三,りゅうぞう,ryuuzou
龍太郎,りゅうたろう,ryuutarou
龍砥,りゅうと,ryuuto
龍之介,りゅうのすけ,ryuunosuke
隆法,りゅうほう,ryuuhou
龍也,りゅうや,ryuuya
梨夕,りゆ,riyu
玲,りょう,ryou
稜,りょう,ryou
竜,りょう,ryou
亮市,りょういち,ryouichi
遼一郎,りょういちろう,ryouichirou
綾枷,りょうか,ryouka
涼数,りょうかず,ryoukazu
亮吉,りょうきち,ryoukichi
りょう子,りょうこ,ryouko
量子,りょうこ,ryouko
凌子,りょうこ,ryouko
鐐作,りょうさく,ryousaku
遼司,りょうじ,ryouji
了二,りょうじ,ryouji
凌二,りょうじ,ryouji
良祐,りょうすけ,ryousuke
遼祐,りょうすけ,ryousuke
亮輔,りょうすけ,ryousuke
崚佑,りょうすけ,ryousuke
了太,りょうた,ryouta
鐐太朗,りょうたろう,ryoutarou
亮音,りょうと,ryouto
領平,りょうへい,ryouhei
嶺弥,りょうや,ryouya
呂布,りょふ,ryofu
リヨ,りよ,riyo
良子,りようこ,riyouko
良平,りようへい,riyouhei
りよこ,りよこ,riyoko
莉々,りり,riri
璃里亜,りりあ,riria
璃利子,りりこ,ririko
李陵,りりょう,riryou
凛,りん,rin
凜果,りんか,rinka
琳子,りんこ,rinko
凛太郎,りんたろう,rintarou
凜音,りんね,rinne
瑠尉,るい,rui
瑠緯,るい,rui
留衣,るい,rui
留以子,るいこ,ruiko
涙香,るいこう,ruikou
月花,るか,ruka
るか,るか,ruka
流香,るか,ruka
累佳,るか,ruka
瑠瑚,るこ,ruko
留奈,るな,runa
流音,るね,rune
留美,るみ,rumi
琉実,るみ,rumi
るみこ,るみこ,rumiko
るみ子,るみこ,rumiko
留里,るり,ruri
流里,るり,ruri
るりこ,るりこ,ruriko
瑠理子,るりこ,ruriko
るるる,るるる,rururu
黎,れい,rei
玲,れい,rei
零一,れいいち,reiichi
玲郁,れいか,reika
麗樺,れいか,reika
れい香,れいか,reika
玲煌,れいか,reika
玲香,れいこ,reiko
怜子,れいこ,reiko
レイコ,れいこ,reiko
麗子,れいこ,reiko
鈴紗,れいさ,reisa
羚児,れいじ,reiji
礼慈,れいじ,reiji
禮三,れいぞう,reizou
怜那,れいな,reina
玲那,れいな,reina
礼文,れいぶん,reibun
霊夢,れいむ,reimu
零伊也,れいや,reiya
麗来,れいら,reira
礼央,れお,reo
玲緒菜,れおな,reona
レオナ,れおな,reona
玲菜,れな,rena
伶奈,れな,rena
恋愛,れな,rena
玲実,れみ,remi
漣,れん,ren
蓮珂,れんか,renka
漣子,れんこ,renko
練二郎,れんじろう,renjirou
廉士,れんと,rento
蓮弥,れんや,renya
朗生,ろうい,roui
路花,ろか,roka
六郎,ろくろう,rokurou
露美,ろみ,romi
和賀,わか,waka
若鮎,わかあゆ,wakaayu
和香江,わかえ,wakae
和家子,わかこ,wakako
わか子,わかこ,wakako
若狭,わかさ,wakasa
和香奈,わかな,wakana
稚奈,わかな,wakana
妙葉,わかば,wakaba
和希子,わきこ,wakiko
和喜子,わきこ,wakiko
ワク,わく,waku
和子,わこ,wako
和親,わしん,washin
弥,わたる,wataru
和田上,わだがみ,wadagami
